Age,Attrition,Department,EmployeeNumber,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
26,No,Research & Development,384,Female,2,Manufacturing Director,2,Divorced,6397,No,20,4,6,1,6,5,1
50,No,Research & Development,385,Male,5,Research Director,2,Divorced,19144,No,14,3,4,2,10,4,1
53,No,Research & Development,386,Male,4,Research Director,3,Married,17584,Yes,16,3,5,2,5,3,1
42,No,Sales,387,Male,2,Sales Executive,3,Married,4907,No,25,4,3,3,20,16,11
29,No,Sales,388,Male,2,Sales Executive,4,Single,4554,No,18,3,3,2,10,7,0
55,No,Research & Development,389,Male,2,Laboratory Technician,4,Married,5415,Yes,19,3,4,3,10,7,0
26,No,Research & Development,390,Male,2,Healthcare Representative,1,Married,4741,Yes,13,3,3,3,5,3,3
37,No,Research & Development,391,Female,1,Research Scientist,4,Single,2115,No,12,3,3,3,17,12,5
44,Yes,Research & Development,392,Male,1,Laboratory Technician,3,Divorced,3161,Yes,22,4,0,1,1,0,0
38,No,Research & Development,393,Male,2,Healthcare Representative,4,Divorced,5745,No,14,3,2,3,2,2,1
26,Yes,Research & Development,394,Male,1,Laboratory Technician,2,Divorced,2373,Yes,13,3,2,3,3,2,0
28,No,Research & Development,395,Female,1,Research Scientist,4,Single,3310,No,21,4,3,3,5,3,0
49,No,Research & Development,396,Female,5,Research Director,1,Single,18665,Yes,11,3,4,3,3,2,1
36,No,Research & Development,397,Male,2,Research Scientist,2,Single,4485,No,12,3,2,3,8,0,7
31,No,Sales,399,Female,1,Sales Representative,2,Divorced,2789,No,11,3,5,2,2,2,2
26,Yes,Sales,401,Male,2,Sales Executive,4,Single,5828,Yes,12,3,0,3,8,7,7
37,No,Research & Development,403,Male,1,Research Scientist,4,Married,2326,Yes,12,3,3,2,4,2,1
42,No,Sales,404,Female,4,Sales Executive,2,Married,13525,No,14,3,2,4,20,4,4
18,Yes,Research & Development,405,Male,1,Laboratory Technician,3,Single,1420,No,13,3,2,3,0,0,0
35,No,Sales,406,Male,3,Sales Executive,2,Married,8020,No,15,3,3,2,11,9,6
36,No,Research & Development,407,Male,1,Laboratory Technician,4,Married,3688,No,18,3,2,3,1,0,0
51,No,Research & Development,408,Male,2,Manufacturing Director,2,Divorced,5482,No,18,3,3,3,4,1,1
41,No,Sales,410,Male,4,Manager,2,Single,16015,No,19,3,2,3,22,10,0
18,No,Sales,411,Female,1,Sales Representative,3,Single,1200,No,12,3,2,3,0,0,0
28,No,Research & Development,412,Male,2,Healthcare Representative,1,Single,5661,No,19,3,2,3,8,3,0
31,No,Sales,416,Male,2,Sales Executive,4,Married,6929,No,11,3,3,2,8,7,7
39,No,Research & Development,417,Male,3,Healthcare Representative,4,Divorced,9613,No,17,3,5,2,18,10,3
36,No,Research & Development,419,Female,2,Laboratory Technician,2,Married,5674,No,15,3,3,3,9,8,0
32,No,Sales,420,Male,2,Sales Executive,3,Married,5484,No,14,3,3,2,13,8,4
38,No,Research & Development,421,Female,3,Research Director,2,Married,12061,No,17,3,2,3,10,8,0
58,No,Research & Development,422,Male,2,Healthcare Representative,3,Divorced,5660,Yes,13,3,2,3,5,3,1
31,No,Research & Development,423,Male,1,Research Scientist,4,Married,4821,Yes,12,3,4,3,5,2,0
31,No,Human Resources,424,Male,2,Human Resources,1,Married,6410,No,12,3,1,3,2,2,1
45,No,Research & Development,425,Male,3,Laboratory Technician,1,Divorced,5210,No,18,3,2,3,24,9,9
31,No,Research & Development,426,Male,1,Research Scientist,4,Divorced,2695,Yes,18,3,2,1,2,2,2
33,No,Research & Development,428,Female,3,Manager,2,Married,11878,No,11,3,2,3,10,6,8
39,No,Research & Development,429,Male,4,Manager,1,Married,17068,Yes,14,3,3,3,21,9,11
43,No,Research & Development,430,Female,1,Laboratory Technician,4,Single,2455,No,19,3,5,3,8,7,1
49,No,Research & Development,431,Female,4,Healthcare Representative,3,Single,13964,Yes,12,3,2,3,7,1,0
52,Yes,Research & Development,433,Male,2,Research Scientist,2,Married,4941,No,15,3,3,2,8,2,7
27,No,Research & Development,434,Female,1,Research Scientist,2,Single,2478,Yes,12,3,2,2,4,3,1
32,No,Sales,436,Female,2,Sales Executive,2,Married,5228,Yes,11,3,2,3,13,12,11
27,No,Sales,437,Male,2,Sales Executive,3,Single,4478,Yes,11,3,3,3,5,4,0
31,No,Sales,438,Male,2,Sales Executive,4,Divorced,7547,No,12,3,3,3,7,7,1
32,No,Research & Development,439,Female,2,Research Scientist,4,Single,5055,No,16,3,0,2,7,7,0
28,Yes,Research & Development,440,Male,1,Research Scientist,4,Married,3464,Yes,13,3,4,2,3,2,2
30,No,Research & Development,441,Female,2,Research Scientist,4,Married,5775,No,13,3,2,3,10,8,1
31,No,Research & Development,442,Female,3,Manufacturing Director,3,Married,8943,No,24,4,2,3,10,9,8
39,No,Research & Development,444,Male,5,Manager,4,Married,19272,No,15,3,2,3,21,9,13
39,Yes,Sales,445,Female,2,Sales Executive,3,Married,5238,Yes,18,3,3,2,1,0,0
33,No,Sales,446,Male,2,Sales Executive,4,Single,4682,No,14,3,6,2,7,7,0
47,No,Research & Development,447,Male,5,Research Director,3,Married,18300,No,11,3,2,3,3,2,1
43,No,Research & Development,448,Female,2,Laboratory Technician,3,Divorced,5257,No,11,3,3,4,9,7,0
27,No,Sales,449,Male,2,Sales Executive,2,Married,6349,Yes,13,3,0,3,5,4,1
54,No,Research & Development,450,Female,2,Research Scientist,3,Single,4869,No,12,3,4,2,4,3,0
43,No,Research & Development,451,Female,3,Healthcare Representative,1,Married,9985,No,16,3,1,2,1,0,0
45,No,Research & Development,452,Male,2,Research Scientist,4,Married,3697,No,14,3,3,3,10,9,9
40,No,Sales,453,Male,2,Sales Executive,4,Married,7457,Yes,22,4,2,2,4,3,0
29,Yes,Research & Development,454,Male,1,Laboratory Technician,1,Married,2119,Yes,11,3,4,2,7,7,0
29,No,Research & Development,455,Male,1,Laboratory Technician,4,Single,3983,No,17,3,2,3,3,2,2
30,No,Sales,456,Female,2,Sales Executive,3,Divorced,6118,No,13,3,2,3,10,9,1
27,No,Sales,458,Female,2,Sales Executive,2,Married,6214,No,18,3,3,3,8,7,0
37,No,Research & Development,460,Male,2,Manufacturing Director,4,Divorced,6347,No,16,3,2,2,6,2,0
38,No,Research & Development,461,Male,3,Research Director,4,Divorced,11510,Yes,14,3,3,3,11,10,2
31,No,Research & Development,462,Female,3,Manufacturing Director,4,Single,7143,Yes,14,3,2,2,11,9,4
29,No,Sales,463,Female,2,Sales Executive,2,Divorced,8268,Yes,14,3,2,3,7,7,1
35,No,Research & Development,464,Male,3,Manufacturing Director,2,Single,8095,No,13,3,5,3,16,6,0
23,No,Research & Development,465,Male,1,Research Scientist,4,Divorced,2904,No,12,3,2,2,4,2,0
41,No,Research & Development,466,Male,2,Manufacturing Director,2,Single,6032,Yes,15,3,3,3,5,4,1
47,No,Sales,467,Male,2,Sales Representative,3,Single,2976,No,19,3,3,3,0,0,0
42,No,Research & Development,468,Female,4,Research Director,4,Single,15992,No,14,3,2,3,1,0,0
29,No,Sales,469,Male,2,Sales Executive,3,Married,4649,No,14,3,3,2,4,3,0
42,No,Human Resources,470,Male,1,Human Resources,3,Divorced,2696,Yes,11,3,5,3,3,2,1
32,No,Research & Development,471,Female,1,Laboratory Technician,2,Married,2370,No,13,3,4,3,8,0,0
48,No,Sales,473,Female,3,Manager,3,Married,12504,No,21,4,3,1,0,0,0
37,No,Research & Development,474,Male,2,Research Scientist,1,Divorced,5974,Yes,13,3,2,3,7,7,6
30,No,Sales,475,Female,2,Sales Executive,3,Married,4736,Yes,12,3,2,4,2,2,2
26,No,Sales,476,Male,2,Sales Executive,3,Married,5296,No,17,3,3,3,8,7,7
42,No,Research & Development,477,Male,2,Healthcare Representative,4,Single,6781,No,23,4,6,3,1,0,0
21,Yes,Sales,478,Female,1,Sales Representative,2,Single,2174,Yes,11,3,3,3,3,2,1
36,No,Sales,479,Female,2,Sales Executive,4,Single,6653,No,15,3,6,3,1,0,0
36,No,Sales,481,Male,3,Sales Executive,4,Married,9699,No,11,3,2,3,13,9,1
57,No,Research & Development,482,Male,2,Healthcare Representative,3,Married,6755,No,11,3,2,3,3,2,1
40,No,Research & Development,483,Female,1,Laboratory Technician,3,Married,2213,Yes,13,3,3,3,7,7,1
21,No,Sales,484,Male,1,Sales Representative,4,Single,2610,No,24,4,3,2,3,2,2
33,Yes,Sales,485,Female,1,Sales Representative,3,Single,2851,Yes,13,3,2,3,1,0,0
37,No,Research & Development,486,Female,1,Laboratory Technician,1,Married,3452,No,20,4,3,3,5,4,0
46,No,Research & Development,487,Female,2,Manufacturing Director,3,Married,5258,No,14,3,2,4,1,0,0
41,Yes,Sales,488,Male,2,Sales Executive,2,Single,9355,No,18,3,5,3,8,7,7
50,No,Research & Development,491,Male,3,Healthcare Representative,4,Single,10496,No,15,3,2,3,4,3,1
40,Yes,Sales,492,Male,2,Sales Executive,3,Married,6380,Yes,12,3,6,3,6,4,1
31,No,Research & Development,493,Male,1,Research Scientist,2,Single,2657,Yes,16,3,5,3,2,2,2
21,Yes,Sales,494,Female,1,Sales Representative,2,Single,2716,No,15,3,0,3,1,0,0
29,No,Research & Development,495,Male,1,Research Scientist,4,Single,2201,No,16,3,4,3,3,2,1
35,No,Research & Development,496,Male,2,Healthcare Representative,2,Single,6540,No,19,3,5,3,1,1,0
27,No,Research & Development,497,Male,1,Laboratory Technician,2,Divorced,3816,No,11,3,2,3,5,2,0
28,No,Sales,498,Male,2,Sales Executive,4,Single,5253,No,16,3,1,3,7,5,0
49,No,Research & Development,499,Male,3,Healthcare Representative,3,Single,10965,No,24,4,2,3,5,2,0
51,No,Sales,500,Female,2,Sales Executive,4,Married,4936,No,11,3,2,2,7,7,0
36,No,Research & Development,501,Female,1,Research Scientist,3,Married,2543,No,13,3,3,3,2,2,2
34,Yes,Sales,502,Male,2,Sales Executive,4,Single,5304,Yes,13,3,3,2,5,2,0
55,No,Research & Development,505,Female,4,Manager,4,Single,16659,Yes,13,3,2,3,5,4,1
24,No,Sales,507,Female,2,Sales Executive,3,Divorced,4260,Yes,12,3,2,4,5,2,0
30,No,Sales,508,Male,1,Sales Representative,2,Married,2476,No,18,3,3,3,1,0,0
26,Yes,Research & Development,510,Male,1,Research Scientist,1,Single,3102,No,22,4,2,3,6,4,0
22,No,Research & Development,511,Female,1,Research Scientist,2,Married,2244,No,13,3,1,3,2,1,1
36,No,Sales,513,Male,3,Sales Executive,3,Married,7596,No,13,3,2,3,10,9,9
30,Yes,Research & Development,514,Male,1,Research Scientist,4,Single,2285,Yes,23,4,4,3,1,0,0
37,No,Research & Development,515,Female,1,Laboratory Technician,1,Divorced,3034,No,12,3,2,2,18,7,12
40,No,Sales,516,Female,2,Sales Executive,2,Divorced,5715,No,12,3,5,3,5,4,1
42,No,Research & Development,517,Female,1,Laboratory Technician,1,Divorced,2576,No,16,3,5,3,5,2,1
37,No,Research & Development,518,Male,2,Manufacturing Director,2,Single,4197,Yes,12,3,2,2,1,0,0
43,No,Research & Development,520,Male,4,Research Director,2,Divorced,14336,No,11,3,3,3,25,10,3
40,No,Research & Development,521,Female,2,Laboratory Technician,3,Married,3448,No,22,4,3,3,1,0,0
54,No,Research & Development,522,Male,5,Research Director,1,Married,19406,No,11,3,4,2,4,2,1
34,No,Sales,523,Female,2,Sales Executive,3,Married,6538,No,15,3,3,3,3,2,1
31,No,Research & Development,524,Female,2,Manufacturing Director,1,Married,4306,No,12,3,5,1,13,10,3
43,No,Research & Development,525,Male,1,Laboratory Technician,4,Married,2258,No,20,4,1,3,3,2,1
43,No,Research & Development,526,Female,2,Healthcare Representative,3,Divorced,4522,Yes,14,3,3,3,5,2,0
25,No,Sales,527,Female,2,Sales Executive,4,Single,4487,Yes,11,3,3,3,5,4,1
37,No,Research & Development,529,Female,2,Research Scientist,3,Married,4449,Yes,15,3,2,3,13,11,10
31,No,Research & Development,530,Male,1,Laboratory Technician,1,Married,2218,No,12,3,3,3,4,2,3
39,No,Research & Development,531,Male,5,Manager,3,Divorced,19197,Yes,14,3,3,3,21,8,1
56,No,Sales,532,Female,4,Sales Executive,1,Married,13212,No,11,3,0,2,7,7,7
30,No,Sales,533,Female,2,Sales Executive,3,Single,6577,No,11,3,6,3,5,4,4
41,No,Sales,534,Male,3,Sales Executive,1,Married,8392,No,16,3,2,3,10,7,0
28,No,Research & Development,536,Male,2,Laboratory Technician,1,Divorced,4558,No,12,3,2,3,10,0,1
25,Yes,Research & Development,538,Male,1,Laboratory Technician,1,Married,4031,No,13,3,5,3,2,2,0
52,No,Research & Development,543,Male,3,Manufacturing Director,3,Married,7969,Yes,14,3,4,3,5,4,0
45,No,Research & Development,544,Male,1,Research Scientist,4,Married,2654,No,21,4,3,2,2,2,0
52,No,Research & Development,546,Female,4,Manager,4,Married,16555,No,13,3,2,1,5,2,1
42,No,Research & Development,547,Female,2,Research Scientist,3,Divorced,4556,No,11,3,3,3,5,4,0
30,No,Research & Development,548,Female,2,Manufacturing Director,4,Single,6091,No,20,4,2,3,5,4,0
60,No,Research & Development,549,Female,5,Manager,1,Married,19566,No,11,3,5,1,29,8,11
46,No,Research & Development,550,Female,2,Manufacturing Director,3,Divorced,4810,No,14,3,5,2,10,7,0
42,No,Research & Development,551,Female,2,Healthcare Representative,4,Married,4523,No,11,3,4,4,6,5,0
24,Yes,Sales,554,Female,1,Sales Representative,2,Single,3202,Yes,16,3,4,3,5,3,1
34,Yes,Sales,555,Female,1,Sales Representative,3,Divorced,2351,No,16,3,3,2,2,2,1
38,No,Research & Development,556,Male,1,Laboratory Technician,4,Married,1702,Yes,23,4,3,3,1,0,0
40,No,Sales,558,Female,5,Manager,3,Married,18041,No,14,3,2,3,20,15,1
26,No,Research & Development,560,Female,1,Research Scientist,4,Divorced,2886,No,22,4,3,1,3,2,0
30,No,Research & Development,562,Male,1,Laboratory Technician,4,Married,2097,No,15,3,3,1,5,3,1
29,No,Research & Development,564,Male,3,Research Director,3,Married,11935,No,18,3,2,3,10,2,0
29,Yes,Research & Development,565,Female,1,Research Scientist,2,Married,2546,No,16,3,2,4,2,2,1
19,Yes,Human Resources,566,Male,1,Human Resources,4,Single,2564,No,12,3,3,4,1,0,0
30,No,Sales,567,Female,3,Sales Executive,1,Married,8412,No,11,3,3,3,9,8,7
57,No,Sales,568,Male,4,Manager,4,Divorced,14118,No,12,3,3,2,1,0,0
50,No,Research & Development,569,Male,4,Manager,3,Married,17046,No,15,3,2,3,27,10,15
30,No,Research & Development,571,Female,1,Laboratory Technician,4,Single,2564,No,14,3,2,2,11,7,6
60,No,Sales,573,Female,3,Sales Executive,1,Married,10266,No,19,3,5,4,18,13,13
47,No,Research & Development,574,Female,2,Manufacturing Director,4,Divorced,5070,No,13,3,2,3,5,0,0
46,No,Research & Development,575,Male,4,Research Director,3,Married,17861,No,13,3,2,1,3,2,0
35,No,Research & Development,577,Male,1,Laboratory Technician,3,Single,4230,No,15,3,2,3,5,4,4
54,No,Research & Development,578,Female,2,Laboratory Technician,3,Single,3780,No,11,3,3,3,1,0,0
34,No,Research & Development,579,Male,1,Research Scientist,3,Divorced,2768,No,12,3,3,3,7,3,5
46,No,Sales,580,Female,3,Sales Executive,4,Married,9071,Yes,19,3,3,3,3,2,1
31,No,Research & Development,581,Male,3,Manufacturing Director,2,Divorced,10648,No,25,4,6,4,13,8,0
33,Yes,Research & Development,582,Male,3,Manager,3,Married,13610,Yes,12,3,2,4,7,6,7
33,Yes,Research & Development,584,Male,1,Laboratory Technician,4,Divorced,3408,No,13,3,2,3,4,3,1
30,No,Sales,585,Male,1,Sales Representative,2,Single,2983,No,14,3,3,3,3,2,1
35,No,Research & Development,586,Male,3,Healthcare Representative,3,Married,7632,Yes,12,3,2,3,8,7,0
31,Yes,Research & Development,587,Male,3,Healthcare Representative,3,Married,9824,No,12,3,2,3,1,0,0
34,Yes,Human Resources,590,Female,3,Human Resources,1,Divorced,9950,Yes,15,3,2,3,3,2,0
42,No,Research & Development,591,Male,1,Laboratory Technician,3,Married,2093,No,17,3,4,3,2,2,2
36,No,Sales,592,Male,3,Sales Executive,4,Single,9980,No,14,3,3,2,10,3,9
22,Yes,Research & Development,593,Male,1,Laboratory Technician,3,Single,3894,No,16,3,3,3,2,2,1
48,No,Sales,595,Female,2,Sales Executive,4,Married,4051,No,14,3,2,3,9,7,6
55,No,Sales,597,Female,4,Manager,2,Single,16835,No,23,4,2,3,10,9,7
41,No,Sales,599,Male,2,Sales Executive,4,Single,6230,No,14,3,3,3,14,3,1
35,No,Sales,600,Male,2,Sales Executive,3,Married,4717,No,11,3,2,3,11,9,6
40,No,Research & Development,601,Female,4,Manufacturing Director,3,Single,13237,No,15,3,3,3,20,6,5
39,No,Research & Development,602,Female,1,Laboratory Technician,3,Married,3755,No,11,3,3,3,8,3,0
31,No,Sales,604,Male,2,Sales Executive,4,Single,6582,Yes,13,3,2,4,6,5,0
42,No,Research & Development,605,Male,3,Manufacturing Director,1,Married,7406,Yes,21,4,5,2,10,9,5
45,No,Sales,606,Male,2,Sales Executive,2,Married,4805,No,19,3,3,4,8,7,3
26,Yes,Human Resources,608,Female,1,Human Resources,3,Divorced,2741,Yes,11,3,2,2,7,7,1
29,No,Research & Development,611,Male,2,Manufacturing Director,4,Divorced,4262,No,12,3,2,4,3,2,1
33,No,Research & Development,612,Female,4,Research Director,3,Divorced,16184,No,19,3,2,3,6,1,0
31,No,Sales,613,Male,3,Manager,4,Divorced,11557,No,21,4,3,2,5,4,0
18,Yes,Sales,614,Male,1,Sales Representative,2,Single,1878,Yes,14,3,3,3,0,0,0
40,No,Sales,615,Male,3,Sales Executive,1,Divorced,10932,No,15,3,2,3,1,0,0
41,No,Research & Development,616,Female,2,Healthcare Representative,3,Single,6811,Yes,17,3,3,3,8,7,0
26,No,Sales,618,Male,2,Sales Executive,3,Divorced,4306,No,12,3,5,3,0,0,0
35,No,Sales,620,Female,2,Sales Executive,3,Single,4859,No,16,3,3,3,5,4,0
34,No,Sales,621,Male,2,Sales Executive,4,Single,5337,No,12,3,3,3,10,7,5
26,Yes,Research & Development,622,Male,1,Laboratory Technician,4,Single,2340,Yes,18,3,3,1,1,0,0
37,No,Research & Development,623,Female,3,Manufacturing Director,4,Single,7491,No,17,3,3,4,6,5,1
46,No,Research & Development,624,Female,3,Healthcare Representative,3,Married,10527,No,11,3,3,2,2,2,1
41,No,Sales,625,Female,4,Manager,1,Married,16595,No,16,3,2,3,18,16,11
37,No,Sales,626,Male,3,Sales Executive,2,Divorced,8834,No,13,3,6,3,9,5,7
52,No,Research & Development,630,Male,2,Research Scientist,1,Divorced,5577,Yes,12,3,3,3,10,9,6
32,Yes,Sales,631,Male,2,Sales Executive,3,Married,4707,No,12,3,2,3,4,2,1
24,No,Sales,632,Male,1,Sales Representative,4,Married,2400,No,13,3,3,3,2,2,2
38,No,Research & Development,634,Female,2,Healthcare Representative,3,Married,9824,No,19,3,4,3,1,0,0
37,No,Research & Development,635,Female,2,Manufacturing Director,2,Married,6447,No,12,3,2,2,6,5,4
49,No,Research & Development,638,Male,5,Research Director,3,Divorced,19502,Yes,17,3,5,3,31,9,0
24,No,Research & Development,639,Male,1,Research Scientist,4,Married,2725,Yes,11,3,3,3,6,5,1
26,No,Sales,641,Male,2,Sales Executive,2,Married,6272,No,20,4,5,4,5,3,1
24,No,Research & Development,643,Male,1,Laboratory Technician,2,Married,2127,No,21,4,2,3,1,0,0
50,No,Human Resources,644,Male,5,Manager,2,Married,18200,No,11,3,2,3,32,5,10
25,No,Sales,645,Male,1,Sales Representative,3,Married,2096,No,11,3,1,3,7,4,0
24,Yes,Research & Development,647,Female,1,Laboratory Technician,3,Married,2886,Yes,16,3,4,3,6,3,1
30,Yes,Sales,648,Male,1,Sales Representative,1,Married,2033,No,18,3,2,4,1,0,0
34,No,Research & Development,649,Male,1,Research Scientist,4,Married,3622,Yes,13,3,3,3,6,5,1
31,Yes,Sales,650,Male,2,Sales Executive,1,Divorced,4233,No,17,3,2,1,3,1,1
35,No,Research & Development,652,Male,2,Laboratory Technician,4,Single,3681,No,14,3,3,3,3,2,0
31,No,Sales,653,Male,2,Sales Executive,4,Divorced,5460,No,22,4,4,4,7,7,5
27,No,Research & Development,655,Female,1,Research Scientist,3,Divorced,2187,No,12,3,5,2,5,3,0
37,No,Sales,656,Male,2,Sales Executive,3,Married,9602,Yes,11,3,3,2,3,0,1
20,No,Research & Development,657,Female,1,Research Scientist,2,Single,2836,No,13,3,0,4,1,0,0
42,No,Research & Development,659,Female,2,Healthcare Representative,4,Married,4089,No,13,3,4,3,10,2,2
43,No,Research & Development,661,Male,4,Research Director,4,Divorced,16627,Yes,14,3,3,2,1,0,0
38,No,Research & Development,662,Female,1,Research Scientist,1,Single,2619,No,17,3,3,2,0,0,0
43,No,Research & Development,663,Male,2,Laboratory Technician,3,Divorced,5679,Yes,13,3,3,3,8,7,4
48,No,Research & Development,664,Female,4,Manager,1,Married,15402,No,11,3,3,1,3,2,0
44,No,Human Resources,665,Female,2,Human Resources,3,Single,5985,No,11,3,1,4,2,2,0
34,No,Sales,666,Female,1,Sales Representative,3,Divorced,2579,Yes,18,3,3,3,8,2,0
27,Yes,Sales,667,Male,1,Sales Representative,1,Divorced,3041,No,11,3,3,3,4,3,0
21,No,Sales,669,Male,1,Sales Representative,3,Single,3447,No,11,3,2,3,3,2,1
44,No,Research & Development,671,Male,5,Manager,4,Married,19513,Yes,12,3,2,4,2,2,0
22,No,Research & Development,675,Male,1,Research Scientist,3,Married,2773,No,20,4,3,3,2,2,2
33,No,Sales,677,Male,2,Sales Executive,3,Divorced,7104,No,12,3,3,3,5,0,1
32,No,Research & Development,679,Female,2,Research Scientist,4,Married,6322,Yes,12,3,2,2,6,4,0
30,No,Research & Development,680,Female,1,Research Scientist,3,Divorced,2083,No,20,4,2,3,1,0,0
53,No,Sales,682,Female,2,Sales Executive,1,Single,8381,No,20,4,2,4,14,7,8
34,No,Research & Development,683,Male,1,Research Scientist,4,Married,2691,No,12,3,4,2,10,9,8
45,Yes,Sales,684,Female,2,Sales Executive,1,Married,4286,No,14,3,4,3,1,1,0
26,No,Research & Development,686,Female,1,Laboratory Technician,4,Married,2659,Yes,13,3,2,3,3,2,0
37,No,Research & Development,689,Male,3,Manufacturing Director,3,Married,9434,No,15,3,2,3,10,7,7
29,No,Sales,690,Female,2,Sales Executive,3,Married,5561,No,14,3,5,2,6,0,1
35,No,Research & Development,691,Male,2,Research Scientist,4,Single,6646,No,13,3,3,3,17,11,11
33,No,Research & Development,692,Male,2,Healthcare Representative,4,Divorced,7725,No,23,4,2,1,13,11,4
54,No,Human Resources,698,Male,3,Human Resources,2,Married,10725,No,15,3,1,4,9,7,7
36,No,Research & Development,699,Male,2,Manufacturing Director,2,Divorced,8847,Yes,11,3,2,3,3,2,0
27,No,Research & Development,700,Male,1,Research Scientist,4,Single,2045,No,13,3,0,3,4,2,1
20,Yes,Research & Development,701,Male,1,Research Scientist,3,Single,1009,Yes,11,3,5,3,1,0,1
33,Yes,Research & Development,702,Male,1,Research Scientist,1,Single,3348,Yes,11,3,3,3,10,8,9
35,No,Research & Development,704,Male,1,Laboratory Technician,3,Married,1281,No,18,3,3,3,1,0,0
23,No,Research & Development,705,Male,1,Research Scientist,1,Married,2819,No,16,3,3,4,3,2,0
25,No,Sales,707,Male,2,Sales Executive,2,Married,4851,No,22,4,4,3,3,2,1
38,No,Sales,709,Female,2,Sales Executive,4,Single,4028,No,20,4,2,3,7,7,0
29,No,Research & Development,710,Male,1,Research Scientist,4,Divorced,2720,No,18,3,5,3,10,7,2
48,No,Sales,712,Male,2,Sales Executive,2,Married,8120,No,12,3,3,3,2,2,2
27,No,Sales,714,Female,2,Sales Executive,4,Divorced,4647,Yes,20,4,3,3,6,5,0
37,No,Research & Development,715,Male,1,Research Scientist,4,Single,4680,No,17,3,2,3,1,0,0
50,No,Research & Development,716,Male,1,Laboratory Technician,3,Married,3221,Yes,11,3,3,3,20,8,3
34,No,Research & Development,717,Female,3,Healthcare Representative,2,Single,8621,No,14,3,3,4,8,7,7
24,Yes,Sales,720,Female,2,Sales Executive,3,Single,4577,No,14,3,3,3,2,2,2
39,No,Research & Development,721,Female,2,Healthcare Representative,3,Single,4553,No,11,3,4,3,20,7,11
32,No,Sales,722,Male,2,Sales Executive,4,Single,5396,No,12,3,2,2,10,7,0
50,Yes,Sales,723,Male,2,Sales Executive,3,Married,6796,Yes,14,3,4,3,4,3,1
38,No,Research & Development,724,Female,2,Healthcare Representative,4,Single,7625,No,13,3,4,2,9,7,1
27,No,Research & Development,725,Female,3,Manufacturing Director,1,Married,7412,No,11,3,3,3,9,7,0
32,No,Research & Development,727,Female,3,Research Director,4,Single,11159,No,15,3,6,3,7,7,7
47,No,Sales,728,Male,2,Sales Executive,1,Single,4960,No,12,3,2,3,7,7,1
40,No,Sales,729,Male,3,Sales Executive,1,Married,10475,Yes,21,4,2,3,18,13,1
53,No,Research & Development,730,Male,4,Research Director,3,Married,14814,No,19,3,3,3,5,1,1
41,No,Human Resources,731,Male,5,Manager,4,Divorced,19141,No,15,3,2,2,21,6,12
60,No,Sales,732,Male,2,Sales Executive,1,Single,5405,No,14,3,1,3,2,2,2
27,No,Research & Development,733,Male,3,Manufacturing Director,1,Divorced,8793,No,21,4,4,2,9,7,1
41,No,Human Resources,734,Male,5,Manager,3,Married,19189,No,12,3,3,3,22,7,2
50,No,Sales,738,Male,1,Sales Representative,2,Married,3875,No,15,3,2,3,2,2,2
28,Yes,Research & Development,741,Female,1,Research Scientist,2,Single,2216,Yes,13,3,4,3,7,7,3
36,No,Research & Development,742,Female,3,Research Director,1,Married,11713,No,14,3,2,3,8,7,0
38,No,Research & Development,743,Female,3,Manufacturing Director,3,Single,7861,Yes,14,3,4,4,1,0,0
44,No,Research & Development,744,Male,1,Laboratory Technician,3,Single,3708,No,14,3,5,3,5,2,1
47,No,Sales,746,Female,4,Sales Executive,3,Divorced,13770,Yes,12,3,2,2,22,2,11
30,No,Sales,747,Male,2,Sales Executive,4,Divorced,5304,No,23,4,2,2,8,7,7
29,No,Sales,749,Male,1,Sales Representative,3,Single,2642,No,11,3,6,3,1,0,0
42,Yes,Research & Development,752,Male,1,Research Scientist,3,Divorced,2759,Yes,12,3,2,3,2,2,2
43,No,Sales,754,Male,2,Sales Executive,4,Married,6804,No,18,3,5,3,2,2,2
34,No,Research & Development,757,Female,2,Healthcare Representative,3,Single,6142,No,11,3,2,3,5,1,4
23,No,Research & Development,758,Male,1,Laboratory Technician,1,Married,2500,No,14,3,2,4,4,3,0
39,No,Human Resources,760,Female,2,Human Resources,2,Married,6389,No,15,3,3,1,8,3,3
56,No,Research & Development,762,Male,4,Healthcare Representative,4,Married,11103,No,11,3,1,2,10,7,1
40,No,Research & Development,763,Female,1,Research Scientist,4,Single,2342,Yes,20,4,2,2,4,2,2
27,No,Research & Development,764,Female,2,Healthcare Representative,1,Single,6811,No,19,3,2,1,7,6,0
29,No,Sales,766,Male,1,Sales Representative,2,Divorced,2297,No,14,3,2,3,2,2,2
53,No,Research & Development,769,Male,2,Laboratory Technician,4,Single,2450,No,17,3,4,3,2,2,2
35,No,Research & Development,771,Female,2,Healthcare Representative,1,Divorced,5093,No,11,3,2,4,1,0,0
32,No,Research & Development,772,Male,2,Laboratory Technician,4,Married,5309,No,15,3,2,3,10,8,4
38,No,Research & Development,773,Male,1,Research Scientist,3,Married,3057,Yes,13,3,0,1,1,0,0
34,No,Research & Development,775,Female,2,Manufacturing Director,1,Divorced,5121,No,14,3,3,3,0,0,0
